go_id,auc_sim,auc_real
GO:0002931,0.487211073016329,0.5638977666895661
GO:0003007,0.5636945439456684,0.5511051001762293
GO:0003009,0.6672049500320796,0.6507753978564469
GO:0003148,0.5548512765849449,0.635109851683447
GO:0003151,0.469382377115161,0.6407176521607147
GO:0003180,0.556564194212777,0.6530156094582483
GO:0003203,0.497173385425916,0.72865127296454
GO:0003281,0.49378014724549346,0.532519466285442
GO:0003333,0.5456546631919765,0.5271519040641369
GO:0003341,0.6073262168001015,0.8476545411218837
GO:0005975,0.504437680766183,0.5090558500555592
GO:0005977,0.5027738292663665,0.5598363242172275
GO:0005978,0.6016890749196685,0.5396712049062049
GO:0006006,0.5002879766387369,0.519217771267361
GO:0006091,0.5354183686436835,0.5880836755194219
GO:0006094,0.5362775562851785,0.5229823313730773
GO:0006096,0.6075993055651749,0.6024110146843197
GO:0006099,0.56222611521568,0.690395515986483
GO:0006120,0.526068497079399,0.8105482056949681
GO:0006139,0.45665755619300696,0.5135233674321453
GO:0006259,0.5073952862977905,0.43161202444349606
GO:0006260,0.4444057579158585,0.6295365834836408
GO:0006261,0.444708168681971,0.6510561041811042
GO:0006268,0.4938161199482455,0.6653765705256062
GO:0006270,0.4898625069793415,0.657621021177082
GO:0006275,0.528396096966001,0.6024246648599819
GO:0006281,0.460498611981461,0.6099517425756896
GO:0006282,0.463130451089582,0.5854271769654457
GO:0006284,0.4658218491447135,0.6025343949718949
GO:0006289,0.485289432493455,0.5534329004329004
GO:0006298,0.4734816760570525,0.6681627149105712
GO:0006302,0.49881201492454696,0.5706393588065899
GO:0006303,0.4147086963516135,0.6099739021675973
GO:0006306,0.4815905860554835,0.693023562023562
GO:0006310,0.4618058203075355,0.5878819117413238
GO:0006325,0.4695537440926745,0.6167641381274787
GO:0006334,0.49806816659970554,0.5568766878293105
GO:0006338,0.4985198188978085,0.6260909633276315
GO:0006351,0.495107500274937,0.6183064796587927
GO:0006355,0.4778596400946685,0.5893263722507678
GO:0006364,0.394369808343775,0.6920134017381031
GO:0006366,0.486956401449882,0.5669524509092613
GO:0006367,0.5243857265022396,0.5510174259455375
GO:0006368,0.4993537492699525,0.6187792305692748
GO:0006378,0.42467326481411005,0.5715301674677405
GO:0006383,0.46793979467548297,0.5851004768708367
